"Round","Date","Gender","District","Ward","Age","Ethnicity","Ethnicity_Other","Occupation","Occupation_Other","Do_you_have_any_health_problem","A0JS","A1JS","B0JS","C0JS","C1JS","D0JS","E0JS","Month"
3,"2015-09-21","Male","Makwanpur",4,"25 to 39","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-25","Female","Dolakha",2,"40 to 54","Other","yogi","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","How to get shelter materials","Mostly yes","Mostly yes",9
3,"2015-09-20","Male","Dhading",3,"25 to 39","Dalit","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","News about government decision","Very little","Don't know",9
3,"2015-09-23","Male","Kavrepalanchok",4,"40 to 54","Brahmin","","Other","politic","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Not at all",9
3,"2015-09-23","Female","Gorkha",4,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Neutral","Completely yes",9
3,"2015-09-22","Male","Dolakha",8,"55+","Chhetri","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Completely yes","Not at all","News about government decision","Completely yes","Not at all",9
3,"2015-09-25","Female","Gorkha",4,"40 to 54","Janajati","","Farmer / Laborer","","No difficulty.","Mostly yes","","Mostly yes","Completely yes","","Mostly yes","Mostly yes",9
3,"2015-09-25","Male","Bhaktapur",8,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Don't know","Very little","News about government decision","Very little","Don't know",9
3,"2015-09-23","Male","Sindhuli",5,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","refused",9
3,"2015-09-21","Male","Makwanpur",4,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Don't know","Not at all",9
3,"2015-09-23","Male","Kavrepalanchok",4,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Not at all",9
3,"2015-09-26","Female","Dolakha",8,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Financial support","Mostly yes","Not at all","News about government decision","Completely yes","Not at all",9
3,"2015-09-23","Male","Dhading",3,"25 to 39","Newar","","Other","Not mentioned","No difficulty.","Not at all","Long term shelter / housing","Don't know","Very little","News about government decision","Not at all","Not at all",9
3,"2015-09-25","Male","Bhaktapur",7,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Mostly yes","","Neutral","Mostly yes",9
3,"2015-09-25","Female","Dolakha",2,"40 to 54","Other","yogi","Farmer / Laborer","","Yes, some difficulty.","Very little","Long term shelter / housing","Very little","Not at all","News about government decision","Mostly yes","Mostly yes",9
3,"2015-09-25","Male","Gorkha",4,"25 to 39","Janajati","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Mostly yes","","Mostly yes","Completely yes","","Mostly yes","Mostly yes",9
3,"2015-09-23","Female","Dolakha",8,"15 to 24","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Very little","News about government decision","Very little","Very little",9
3,"2015-09-23","Male","Sindhuli",5,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Completely yes","Completely yes","","Very little","Not at all",9
3,"2015-09-25","Male","Ramechhap",5,"15 to 24","Other","Pahari","Other","Not mentioned","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to register for access support","Not at all","Very little",9
3,"2015-09-21","Male","Makwanpur",4,"40 to 54","Other","Not mentioned","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Not at all",9
3,"2015-09-23","Male","Sindhuli",5,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Financial support","Not at all","Mostly yes","","Mostly yes","Completely yes",9
3,"2015-09-23","Female","Gorkha",4,"25 to 39","Gurung","","Farmer / Laborer","","Yes, some difficulty.","Very little","Long term shelter / housing","Not at all","Mostly yes","","Neutral","Completely yes",9
3,"2015-09-23","Male","Kavrepalanchok",5,"40 to 54","Brahmin","","Government Servant","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-23","Male","Dolakha",8,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to register for access support","Very little","Very little",9
3,"2015-09-25","Male","Bhaktapur",7,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Don't know","","Very little","Mostly yes",9
3,"2015-09-25","Female","Dolakha",2,"25 to 39","Other","yogi","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","How to get shelter materials","Mostly yes","Very little",9
3,"2015-09-25","Male","Gorkha",4,"25 to 39","Janajati","","Government Servant","","No difficulty.","Completely yes","","Mostly yes","Mostly yes","","Completely yes","Mostly yes",9
3,"2015-09-23","Female","Makwanpur",8,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","How to get shelter materials","Not at all","Not at all",9
3,"2015-09-23","Male","Dhading",3,"55+","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Not at all",9
3,"2015-09-23","Male","Kavrepalanchok",5,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-23","Female","Sindhuli",5,"15 to 24","Newar","","Other","Student","No difficulty.","Not at all","Financial support","Very little","Mostly yes","","Mostly yes","Neutral",9
3,"2015-09-23","Male","Dolakha",8,"25 to 39","Janajati","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Very little","Very little",9
3,"2015-09-25","Male","Ramechhap",5,"15 to 24","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to get shelter materials","Very little","Very little",9
3,"2015-09-25","Male","Bhaktapur",7,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Housing inspections","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-25","Male","Gorkha",4,"40 to 54","Chhetri","","Skilled Worker (i.e. Carpenter)","","No difficulty.","Completely yes","","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-23","Male","Makwanpur",8,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Not at all","Not at all",9
3,"2015-09-23","Male","Dhading",3,"40 to 54","Other","Not mentioned","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Mostly yes","Mostly yes","","Very little","Mostly yes",9
3,"2015-09-23","Male","Kavrepalanchok",5,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-25","Female","Bhaktapur",7,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Completely yes","Don't know",9
3,"2015-09-23","Female","Gorkha",4,"40 to 54","Janajati","","Farmer / Laborer","","Yes, some difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Neutral","Mostly yes",9
3,"2015-09-25","Male","Ramechhap",5,"15 to 24","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","How to register for access support","Very little","Mostly yes",9
3,"2015-09-22","Male","Sindhuli",6,"25 to 39","Janajati","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Neutral","Very little","News about government decision","Neutral","refused",9
3,"2015-09-23","Female","Makwanpur",8,"25 to 39","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Very little","Not at all",9
3,"2015-09-23","Male","Dolakha",5,"25 to 39","Brahmin","","NGO Worker / Business","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Neutral","Mostly yes",9
3,"2015-09-23","Male","Kavrepalanchok",5,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Very little","News about government decision","Not at all","Very little",9
3,"2015-09-25","Male","Gorkha",7,"25 to 39","Chhetri","","Government Servant","","No difficulty.","Completely yes","","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-25","Male","Bhaktapur",7,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Financial support","Very little","Not at all","News about government decision","Very little","Don't know",9
3,"2015-09-23","Female","Makwanpur",8,"40 to 54","Tamang","","Farmer / Laborer","","No difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Completely yes","","Not at all","Not at all",9
3,"2015-09-22","Male","Sindhuli",7,"25 to 39","Janajati","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Short term shelter / tent shelter","Not at all","Mostly yes","","Completely yes","Completely yes",9
3,"2015-09-21","Female","Dhading",9,"40 to 54","Tamang","","Other","Not mentioned","No difficulty.","Not at all","Long term shelter / housing","Neutral","Not at all","News about government decision","Mostly yes","Don't know",9
3,"2015-09-25","Female","Ramechhap",5,"15 to 24","Chhetri","","NGO Worker / Business","","No difficulty.","Very little","Long term shelter / housing","Very little","Very little","How to get shelter materials","Very little","Very little",9
3,"2015-09-26","Female","Dolakha",8,"40 to 54","Brahmin","","Farmer / Laborer","","Yes, some difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-23","Female","Kavrepalanchok",5,"40 to 54","Brahmin","","Government Servant","","No difficulty.","Not at all","Long term shelter / housing","Very little","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-22","Male","Sindhuli",6,"25 to 39","Janajati","","Government Servant","","No difficulty.","Very little","Long term shelter / housing","Mostly yes","Mostly yes","","Mostly yes","Mostly yes",9
3,"2015-09-23","Male","Makwanpur",8,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Mostly yes","","Not at all","Not at all",9
3,"2015-09-26","Female","Bhaktapur",9,"25 to 39","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Very little","Not at all",9
3,"2015-09-21","Male","Dhading",9,"55+","Tamang","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Mostly yes","","Very little","Don't know",9
3,"2015-09-22","Male","Sindhuli",6,"40 to 54","Janajati","","Government Servant","","No difficulty.","Mostly yes","","Mostly yes","Mostly yes","","Not at all","Mostly yes",9
3,"2015-09-27","Male","Ramechhap",5,"25 to 39","Chhetri","","Farmer / Laborer","","No difficulty.","Very little","Long term shelter / housing","Very little","Not at all","How to register for access support","Not at all","Very little",9
3,"2015-09-23","Female","Dolakha",5,"40 to 54","Newar","","Farmer / Laborer","","No difficulty.","Not at all","Clean water","Not at all","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-26","Female","Dolakha",4,"40 to 54","Chhetri","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Very little","Very little","How to get shelter materials","Very little","Not at all",9
3,"2015-09-23","Male","Kavrepalanchok",7,"40 to 54","Brahmin","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Not at all","Not at all","News about government decision","Not at all","Not at all",9
3,"2015-09-22","Male","Sindhuli",6,"25 to 39","Janajati","","Farmer / Laborer","","No difficulty.","Not at all","Long term shelter / housing","Neutral","Neutral","News about government decision","Mostly yes","Mostly yes",9
